,id,address,region,village,takeup_survey,age,agpop,educ,rice_inc,ricearea_2010,disaster_loss,insurance_repay,insurance_buy,disaster_prob,general_trust,male,default,delay,intensive,info_takeup_rate,info_takeup_list,info_none,understanding,day,risk_averse,literacy,educ_good,reveal,disaster_yes
823,1115489,xiecheng8,1,xiecheng,0,45.0,4.0,2.0,80.0,5.0,50.0,1,0,20.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,4.0,0.19999999,1.0,1.0,1.0,1.0
824,1115490,xiecheng8,1,xiecheng,0,62.0,6.0,0.0,90.0,6.0,30.0,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,4.0,0.0,0.0,0.0,0.0,1.0
825,1115491,xiecheng8,1,xiecheng,1,38.0,4.0,2.0,90.0,15.0,20.0,0,0,30.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.6,4.0,0.0,1.0,1.0,,1.0
826,1115492,xiecheng8,1,xiecheng,1,69.0,6.0,0.0,30.0,5.0,50.0,0,0,50.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,4.0,0.8,0.0,0.0,1.0,1.0
827,1115493,xiecheng8,1,xiecheng,0,64.0,6.0,1.0,70.0,12.0,,1,1,40.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,4.0,0.6,1.0,0.0,,
828,1115494,xiecheng8,1,xiecheng,0,64.0,6.0,,20.0,8.0,,0,0,50.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,4.0,0.0,,0.0,,0.0
829,1115496,xiecheng8,1,xiecheng,1,42.0,4.0,2.0,70.0,9.0,30.0,0,0,20.0,0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,4.0,0.0,1.0,1.0,0.0,1.0
830,1115497,xiecheng8,1,xiecheng,1,42.0,3.0,2.0,60.0,11.0,,1,1,0.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,4.0,0.0,1.0,1.0,,0.0
831,1115498,xiecheng8,1,xiecheng,0,65.0,7.0,2.0,20.0,19.0,,0,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.6,4.0,0.0,1.0,1.0,,1.0
832,1116044,dukou2,1,dukou,0,41.0,4.0,2.0,80.0,15.0,15.0,0,0,0.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,5.0,1.0,1.0,1.0,0.0,1.0
833,1116045,dukou2,1,dukou,0,65.0,4.0,1.0,,5.6,,0,1,40.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,0.0,,0.0
834,1116046,dukou2,1,dukou,0,66.0,5.0,1.0,100.0,7.5,,0,0,50.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,1.0,0.0,0.0,0.0
835,1116047,dukou2,1,dukou,1,55.0,5.0,2.0,45.0,6.0,5.0,1,0,30.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.6,5.0,0.39999998,1.0,1.0,0.0,1.0
836,1116048,dukou2,1,dukou,0,50.0,4.0,1.0,40.0,6.0,,0,0,10.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.4,9.0,0.39999998,1.0,0.0,,0.0
837,1116057,dukou2,1,dukou,1,66.0,8.0,1.0,90.0,12.0,20.0,1,0,20.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.4,5.0,0.0,1.0,0.0,1.0,1.0
838,1116058,dukou2,1,dukou,0,59.0,5.0,1.0,30.0,3.5,,0,0,35.0,0,1.0,0,1.0,1.0,0.0,0.0,1.0,0.6,9.0,0.8,1.0,0.0,,0.0
839,1116059,dukou2,1,dukou,0,63.0,6.0,0.0,25.0,1.5,,0,1,40.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.2,5.0,0.0,0.0,0.0,1.0,0.0
840,1116061,dukou2,1,dukou,0,70.0,12.0,1.0,20.0,2.0,10.0,0,0,50.0,0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,1.0,0.0,0.0,1.0
841,1116062,dukou2,1,dukou,1,40.0,4.0,1.0,60.0,7.0,,0,1,20.0,0,1.0,0,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,,0.0
842,1116065,dukou2,1,dukou,0,69.0,5.0,1.0,40.0,6.0,30.0,0,0,30.0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,,1.0
843,1116066,dukou2,1,dukou,1,48.0,4.0,2.0,90.0,7.5,10.0,1,0,20.0,0,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,5.0,0.6,1.0,1.0,0.0,1.0
844,1116068,dukou2,1,dukou,0,70.0,3.0,3.0,25.0,0.7,10.0,0,0,50.0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.4,9.0,0.0,1.0,1.0,,1.0
845,1116070,dukou2,1,dukou,0,67.0,3.0,0.0,100.0,10.0,25.0,1,0,40.0,0,1.0,0,0.0,1.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,,1.0
846,1116071,dukou2,1,dukou,0,60.0,12.0,0.0,50.0,20.0,,0,0,50.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,0.2,9.0,0.0,0.0,0.0,,1.0
847,1116074,dukou2,1,dukou,0,41.0,4.0,1.0,100.0,60.0,50.0,0,1,10.0,1,1.0,0,0.0,1.0,0.0,0.0,1.0,0.4,5.0,0.0,1.0,0.0,0.0,1.0
848,1116077,dukou2,1,dukou,0,35.0,4.0,0.0,50.0,6.0,,0,0,30.0,1,1.0,0,1.0,1.0,0.0,1.0,0.0,0.2,9.0,0.0,0.0,0.0,,0.0
849,1116078,dukou2,1,dukou,0,46.0,5.0,2.0,100.0,32.0,10.0,1,1,20.0,1,1.0,0,1.0,1.0,1.0,0.0,0.0,0.4,9.0,0.19999999,1.0,1.0,,1.0
850,1116080,dukou2,1,dukou,0,46.0,4.0,3.0,40.0,5.0,,0,0,50.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,1.0,,0.0
851,1116085,dukou2,1,dukou,0,65.0,6.0,1.0,20.0,1.6,50.0,1,0,40.0,1,1.0,0,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,1.0,0.0,,1.0
852,1116086,dukou2,1,dukou,1,38.0,4.0,4.0,70.0,15.0,,0,0,50.0,1,1.0,0,1.0,1.0,0.0,0.0,1.0,0.8,9.0,0.2,1.0,1.0,,
853,1116088,dukou2,1,dukou,0,62.0,3.0,1.0,,3.0,,1,1,20.0,1,1.0,0,1.0,0.0,1.0,0.0,0.0,0.6,9.0,0.8,1.0,0.0,,
854,1116089,dukou2,1,dukou,0,58.0,6.0,1.0,25.0,20.0,20.0,0,1,30.0,1,1.0,0,0.0,0.0,0.0,0.0,1.0,0.2,5.0,1.0,1.0,0.0,0.0,1.0
855,1116091,dukou2,1,dukou,0,43.0,4.0,2.0,20.0,1.8,,0,1,0.0,1,1.0,0,1.0,0.0,0.0,0.0,1.0,0.4,9.0,0.19999999,1.0,1.0,,0.0
856,1116104,dukou31,1,dukou,1,68.0,4.0,2.0,20.0,15.0,,1,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,1.0,1.0,1.0,0.0,0.0
857,1116107,dukou31,1,dukou,0,52.0,4.0,1.0,70.0,3.8,,0,1,40.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.6,9.0,0.0,1.0,0.0,,0.0
858,1116108,dukou31,1,dukou,0,60.0,6.0,0.0,90.0,12.0,,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.4,9.0,0.0,0.0,0.0,,0.0
859,1116111,dukou31,1,dukou,0,59.0,5.0,1.0,70.0,5.0,,0,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,0.0,,0.0
860,1116114,dukou31,1,dukou,0,46.0,10.0,2.0,90.0,595.0,40.0,0,1,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,1.0,5.0,0.0,1.0,1.0,0.0,1.0
861,1116116,dukou31,1,dukou,1,42.0,4.0,1.0,100.0,19.0,,1,1,10.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.4,5.0,1.0,1.0,0.0,0.0,0.0
862,1116120,dukou31,1,dukou,1,41.0,5.0,2.0,30.0,15.0,85.0,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,1.0,,1.0
863,1116125,dukou31,1,dukou,0,31.0,5.0,2.0,60.0,5.3,20.0,1,0,80.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
864,1116126,dukou31,1,dukou,1,65.0,5.0,0.0,95.0,7.0,10.0,0,0,50.0,0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.2,9.0,0.0,0.0,0.0,,1.0
865,1116127,dukou31,1,dukou,1,35.0,4.0,1.0,100.0,30.0,,1,1,20.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
866,1116128,dukou31,1,dukou,1,61.0,10.0,0.0,,12.0,20.0,1,0,30.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,0.0,0.0,0.0,1.0
867,1116130,dukou31,1,dukou,1,40.0,5.0,2.0,60.0,16.0,,0,1,20.0,0,1.0,1,1.0,1.0,0.0,1.0,0.0,0.4,9.0,0.0,1.0,1.0,,1.0
868,1116133,dukou31,1,dukou,1,60.0,6.0,0.0,100.0,30.0,15.0,0,0,50.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,1.0,1.0
869,1116134,dukou31,1,dukou,0,57.0,5.0,1.0,70.0,9.8,40.0,1,0,40.0,0,1.0,1,1.0,1.0,0.0,0.0,1.0,0.4,9.0,0.0,1.0,0.0,,1.0
870,1116136,dukou31,1,dukou,1,68.0,10.0,1.0,15.0,13.5,40.0,0,0,50.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.4,9.0,0.0,1.0,0.0,,1.0
871,1116137,dukou31,1,dukou,1,40.0,4.0,2.0,15.0,4.0,40.0,1,0,20.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.4,9.0,0.0,1.0,1.0,,1.0
872,1116140,dukou31,1,dukou,1,34.0,4.0,1.0,70.0,20.0,80.0,1,1,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,1.0,1.0,0.0,0.0,1.0
873,1116142,dukou31,1,dukou,1,41.0,4.0,1.0,40.0,5.5,80.0,1,1,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,1.0,1.0,0.0,0.0,1.0
874,1116143,dukou31,1,dukou,1,45.0,4.0,1.0,40.0,5.0,,0,0,50.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.6,9.0,0.0,1.0,0.0,,0.0
875,1116144,dukou31,1,dukou,1,39.0,4.0,1.0,80.0,4.0,,0,1,40.0,0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.4,9.0,0.0,1.0,0.0,,0.0
876,1116145,dukou31,1,dukou,1,69.0,4.0,1.0,20.0,1.5,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,1.0,0.0,0.0,0.0
877,1116148,dukou31,1,dukou,1,48.0,6.0,0.0,50.0,20.0,,0,1,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.2,9.0,0.0,0.0,0.0,,1.0
878,1116149,dukou31,1,dukou,1,44.0,5.0,1.0,100.0,30.0,70.0,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,5.0,0.0,1.0,0.0,0.0,1.0
879,1116150,dukou31,1,dukou,1,64.0,3.0,0.0,100.0,9.0,,1,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,0.0
880,1116151,dukou31,1,dukou,0,46.0,5.0,1.0,20.0,6.0,50.0,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.8,9.0,0.0,1.0,0.0,,1.0
881,1116152,dukou31,1,dukou,1,57.0,5.0,3.0,100.0,48.0,50.0,1,0,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
882,1116153,dukou31,1,dukou,1,55.0,4.0,2.0,20.0,1.0,50.0,0,0,50.0,0,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,1.0,1.0,1.0,0.0,1.0
883,1116154,dukou31,1,dukou,1,48.0,6.0,2.0,35.0,5.0,,0,1,85.0,0,1.0,1,1.0,1.0,0.0,1.0,0.0,0.6,9.0,0.0,1.0,1.0,,0.0
884,1116158,dukou31,1,dukou,1,44.0,5.0,2.0,100.0,40.0,10.0,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,1.0,1.0,1.0,0.0,1.0
885,1116159,dukou31,1,dukou,0,60.0,3.0,1.0,40.0,3.0,30.0,1,0,20.0,1,0.0,1,1.0,1.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,0.0,,1.0
886,1116162,dukou31,1,dukou,1,37.0,4.0,1.0,70.0,15.0,,0,0,50.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,1.0,9.0,0.0,1.0,0.0,,
887,1116163,dukou31,1,dukou,0,77.0,6.0,0.0,30.0,4.0,,1,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,,5.0,0.6,0.0,0.0,,
888,1116166,dukou31,1,dukou,0,45.0,4.0,2.0,70.0,15.0,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,5.0,0.4,1.0,1.0,,
889,1116167,dukou31,1,dukou,1,66.0,8.0,0.0,90.0,7.0,,0,1,20.0,0,1.0,1,1.0,0.0,0.0,1.0,0.0,0.4,9.0,0.0,0.0,0.0,,0.0
890,1116168,dukou31,1,dukou,1,63.0,6.0,0.0,50.0,10.0,20.0,0,0,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.4,9.0,0.0,0.0,0.0,,1.0
891,1116169,dukou31,1,dukou,1,61.0,2.0,0.0,90.0,5.1,30.0,1,0,20.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,5.0,1.0,0.0,0.0,0.0,1.0
892,1116170,dukou31,1,dukou,1,62.0,3.0,0.0,50.0,10.0,30.0,0,0,50.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,5.0,0.0,0.0,0.0,0.0,1.0
893,1116172,dukou31,1,dukou,0,43.0,4.0,0.0,50.0,10.0,20.0,0,1,15.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.4,9.0,0.0,0.0,0.0,,1.0
894,1116177,dukou32,1,dukou,0,68.0,7.0,0.0,30.0,7.3,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,0.0,0.0,0.0,0.0
895,1116179,dukou32,1,dukou,0,56.0,6.0,0.0,30.0,5.0,20.0,1,0,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.0,5.0,1.0,0.0,0.0,0.0,1.0
896,1116180,dukou32,1,dukou,0,43.0,6.0,2.0,70.0,5.0,,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,5.0,0.0,1.0,1.0,0.0,0.0
897,1116181,dukou32,1,dukou,1,43.0,4.0,2.0,20.0,8.0,,1,0,20.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.8,9.0,1.0,1.0,1.0,,0.0
898,1116182,dukou32,1,dukou,1,54.0,8.0,2.0,40.0,8.0,5.0,0,0,50.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,1.0,9.0,1.0,1.0,1.0,,1.0
899,1116186,dukou32,1,dukou,0,53.0,2.0,2.0,15.0,5.0,,1,1,30.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.2,9.0,0.0,1.0,1.0,,0.0
900,1116187,dukou32,1,dukou,1,53.0,9.0,,60.0,13.0,20.0,0,0,9.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,,0.0,0.0,1.0
901,1116189,dukou32,1,dukou,1,83.0,6.0,0.0,10.0,1.0,,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,9.0,0.8,0.0,0.0,,
902,1116191,dukou32,1,dukou,0,65.0,10.0,0.0,40.0,8.0,,0,0,20.0,0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.4,9.0,0.0,0.0,0.0,,0.0
903,1116193,dukou32,1,dukou,1,50.0,5.0,2.0,60.0,9.0,,0,1,20.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.6,9.0,0.0,1.0,1.0,,0.0
904,1116194,dukou32,1,dukou,0,55.0,4.0,2.0,,11.0,20.0,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,1.0,,1.0
905,1116197,dukou32,1,dukou,0,42.0,2.0,2.0,20.0,11.0,,1,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,1.0,,1.0
906,1116199,dukou32,1,dukou,0,59.0,3.0,2.0,,13.0,10.0,0,0,50.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.4,9.0,0.39999998,1.0,1.0,,1.0
907,1116200,dukou32,1,dukou,0,45.0,4.0,1.0,30.0,8.0,,1,0,10.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.2,5.0,0.19999999,1.0,0.0,0.0,0.0
908,1116201,dukou32,1,dukou,1,68.0,7.0,0.0,100.0,73.0,,0,0,0.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.2,9.0,0.0,0.0,0.0,,1.0
909,1116203,dukou32,1,dukou,0,67.0,9.0,1.0,30.0,5.5,,1,1,20.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,1.0,1.0,0.0,0.0,0.0
910,1116204,dukou32,1,dukou,0,73.0,6.0,0.0,100.0,3.0,,1,0,20.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.4,9.0,0.0,0.0,0.0,,0.0
911,1116205,dukou32,1,dukou,0,72.0,5.0,0.0,100.0,2.0,,0,1,40.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.6,9.0,0.0,0.0,0.0,,0.0
912,1116207,dukou32,1,dukou,0,44.0,4.0,1.0,60.0,5.0,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.8,5.0,0.0,1.0,0.0,0.0,0.0
913,1116211,dukou32,1,dukou,0,76.0,9.0,0.0,,2.0,,1,1,0.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,0.0,0.0,,0.0
914,1116214,dukou32,1,dukou,0,56.0,9.0,0.0,70.0,23.0,40.0,0,0,30.0,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.4,9.0,0.8,0.0,0.0,,1.0
915,1116217,dukou32,1,dukou,1,37.0,4.0,2.0,90.0,25.0,,0,1,20.0,0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.6,9.0,0.0,1.0,1.0,,1.0
916,1116220,dukou32,1,dukou,0,54.0,5.0,2.0,20.0,5.6,,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,5.0,1.0,1.0,1.0,,0.0
917,1116224,dukou32,1,dukou,1,63.0,6.0,1.0,30.0,8.0,20.0,0,1,40.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,0.0,,1.0
918,1116226,dukou32,1,dukou,0,66.0,2.0,0.0,20.0,9.0,,0,0,50.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,1.0
919,1116228,dukou32,1,dukou,1,67.0,9.0,1.0,20.0,0.9,,1,0,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,1.0,0.0,,0.0
920,1116229,dukou32,1,dukou,0,66.0,7.0,,100.0,5.4,,0,1,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0
921,1116230,dukou32,1,dukou,0,64.0,10.0,0.0,45.0,5.3,,0,1,0.0,0,1.0,1,1.0,0.0,1.0,0.0,0.0,0.2,9.0,0.0,0.0,0.0,,0.0
922,1116233,dukou32,1,dukou,1,70.0,7.0,2.0,11.0,1.0,50.0,0,0,50.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,1.0,,1.0
923,1116234,dukou32,1,dukou,0,74.0,6.0,0.0,100.0,1.5,,0,1,40.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.0,9.0,0.0,0.0,0.0,,0.0
924,1116235,dukou32,1,dukou,0,47.0,2.0,2.0,70.0,15.0,,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,,5.0,0.4,1.0,1.0,,
925,1116236,dukou32,1,dukou,0,47.0,4.0,1.0,19.0,1.0,,0,1,20.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,0.6,9.0,0.0,1.0,0.0,,0.0
926,1116237,dukou32,1,dukou,0,40.0,4.0,1.0,100.0,28.0,,0,0,30.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.6,9.0,0.0,1.0,0.0,,1.0
927,1116239,dukou32,1,dukou,0,43.0,4.0,1.0,70.0,9.0,30.0,1,1,20.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.8,9.0,0.39999998,1.0,0.0,,1.0
928,1116240,dukou32,1,dukou,0,41.0,4.0,1.0,70.0,15.0,,0,0,50.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.4,1.0,0.0,,
929,1116243,dukou32,1,dukou,0,52.0,6.0,1.0,40.0,21.8,10.0,1,1,40.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.6,9.0,0.0,1.0,0.0,,1.0
930,1116244,dukou32,1,dukou,1,38.0,6.0,0.0,60.0,20.0,,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0
931,1116246,dukou32,1,dukou,1,67.0,8.0,0.0,40.0,10.0,40.0,0,0,70.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,5.0,0.19999999,0.0,0.0,0.0,1.0
932,1116253,dukou32,1,dukou,0,55.0,5.0,0.0,100.0,30.0,30.0,0,0,30.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.8,9.0,0.39999998,0.0,0.0,,1.0
933,1116257,dukou32,1,dukou,0,47.0,6.0,3.0,100.0,16.0,50.0,1,0,20.0,0,1.0,1,1.0,1.0,1.0,0.0,0.0,0.6,9.0,0.0,1.0,1.0,,1.0
934,1116259,dukou32,1,dukou,0,76.0,9.0,0.0,,2.0,,1,1,0.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.8,9.0,0.0,0.0,0.0,,0.0
935,1116260,dukou32,1,dukou,1,59.0,2.0,0.0,30.0,5.0,,1,1,15.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.4,9.0,0.0,0.0,0.0,,0.0
936,1116262,dukou32,1,dukou,0,51.0,5.0,,100.0,10.0,,0,0,50.0,0,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,,0.0,0.0,0.0
937,1116265,dukou32,1,dukou,0,55.0,2.0,1.0,100.0,38.0,20.0,1,0,40.0,0,1.0,1,1.0,0.0,0.0,0.0,1.0,1.0,9.0,0.0,1.0,0.0,,1.0
938,1116267,dukou41,1,dukou,0,40.0,4.0,1.0,30.0,8.0,,0,0,0.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.4,9.0,0.0,1.0,0.0,,0.0
939,1116268,dukou41,1,dukou,1,54.0,2.0,1.0,20.0,1.5,40.0,1,0,20.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.2,9.0,0.39999998,1.0,0.0,,1.0
940,1116269,dukou41,1,dukou,0,25.0,4.0,2.0,60.0,3.0,,0,0,50.0,1,1.0,1,1.0,0.0,1.0,0.0,0.0,0.4,9.0,0.39999998,1.0,1.0,,0.0
941,1116270,dukou41,1,dukou,1,51.0,3.0,2.0,100.0,5.0,20.0,0,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.0,5.0,0.0,1.0,1.0,0.0,1.0
942,1116272,dukou41,1,dukou,0,70.0,9.0,0.0,90.0,9.0,,0,0,50.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,1.0,9.0,0.0,0.0,0.0,,0.0
943,1116274,dukou41,1,dukou,1,79.0,6.0,1.0,100.0,15.0,30.0,0,1,20.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.4,5.0,0.0,1.0,0.0,0.0,1.0
944,1116275,dukou41,1,dukou,1,70.0,6.0,0.0,60.0,10.0,20.0,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,5.0,0.0,0.0,0.0,0.0,1.0
945,1116277,dukou41,1,dukou,0,58.0,6.0,1.0,30.0,5.0,,0,1,0.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.4,9.0,0.0,1.0,0.0,,0.0
946,1116278,dukou41,1,dukou,0,45.0,4.0,2.0,70.0,6.0,40.0,0,0,50.0,1,1.0,1,1.0,1.0,0.0,1.0,0.0,0.2,9.0,0.6,1.0,1.0,,1.0
947,1116279,dukou41,1,dukou,1,65.0,6.0,0.0,40.0,3.0,40.0,1,1,40.0,1,1.0,1,1.0,1.0,0.0,0.0,1.0,0.2,9.0,0.0,0.0,0.0,,1.0
948,1116280,dukou41,1,dukou,0,70.0,6.0,0.0,30.0,10.0,,0,0,0.0,1,1.0,1,1.0,1.0,1.0,0.0,0.0,0.4,9.0,0.19999999,0.0,0.0,,0.0
949,1116281,dukou41,1,dukou,1,60.0,7.0,1.0,50.0,15.0,20.0,1,1,20.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.6,5.0,0.0,1.0,0.0,0.0,1.0
950,1116282,dukou41,1,dukou,1,47.0,5.0,1.0,100.0,12.0,,0,0,30.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.2,5.0,0.0,1.0,0.0,0.0,0.0
951,1116284,dukou41,1,dukou,0,61.0,7.0,1.0,50.0,10.0,20.0,1,1,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,9.0,0.0,1.0,0.0,,1.0
952,1116285,dukou41,1,dukou,1,58.0,9.0,0.0,100.0,4.0,30.0,0,0,50.0,1,1.0,1,0.0,1.0,0.0,0.0,1.0,0.6,5.0,0.0,0.0,0.0,0.0,1.0
953,1116287,dukou41,1,dukou,1,42.0,4.0,1.0,60.0,17.0,20.0,1,1,40.0,1,1.0,1,0.0,0.0,0.0,0.0,1.0,0.6,5.0,0.0,1.0,0.0,0.0,1.0
954,1116288,dukou41,1,dukou,1,59.0,6.0,2.0,70.0,10.0,50.0,0,0,50.0,1,1.0,1,1.0,0.0,0.0,1.0,0.0,0.6,9.0,0.0,1.0,1.0,,1.0
955,1116289,dukou41,1,dukou,0,67.0,13.0,0.0,80.0,5.0,,0,0,20.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.8,9.0,0.0,0.0,0.0,,0.0
956,1116292,dukou41,1,dukou,0,63.0,6.0,1.0,50.0,11.0,20.0,0,0,30.0,1,1.0,1,1.0,0.0,0.0,0.0,1.0,0.2,9.0,0.0,1.0,0.0,,1.0
